"timestamp","sys_time","abs_timestamp","raw_x_gyro","raw_y_gyro","raw_z_gyro"
"16878.0","1528923512945","5360199166733","0.012512207","-0.40950012","0.23129272"
"16883.0","1528923512970","5360204202133","0.012512207","-0.40628052","0.22814941"
"16888.0","1528923512972","5360209237534","0.011306763","-0.40753174","0.22633362"
"16893.0","1528923512974","5360214272934","0.008880615","-0.4129486","0.22657776"
"16898.0","1528923512975","5360219308335","0.008239746","-0.41835022","0.22251892"
"16903.0","1528923512977","5360224343735","0.009109497","-0.41937256","0.21606445"
"16908.0","1528923512977","5360229379135","0.0099487305","-0.4128723","0.21417236"
"16913.0","1528923512980","5360234414536","0.010131836","-0.4085083","0.21376038"
"16918.0","1528923512986","5360239449936","0.009048462","-0.4107666","0.21359253"
"16923.0","1528923512989","5360244485336","0.0055999756","-0.41687012","0.21221924"
"16928.0","1528923512994","5360249520737","0.0045166016","-0.42262268","0.20889282"
"16934.0","1528923512999","5360254556137","0.004989624","-0.41796875","0.20880127"
"16939.0","1528923513004","5360259591538","0.007080078","-0.41300964","0.2098999"
"16944.0","1528923513009","5360264626938","0.008239746","-0.4105072","0.21292114"
"16949.0","1528923513013","5360269662338","0.0071105957","-0.40823364","0.21743774"
"16954.0","1528923513019","5360274697739","0.006668091","-0.40475464","0.21844482"
"16959.0","1528923513024","5360279733139","0.005996704","-0.39952087","0.22253418"
"16964.0","1528923513028","5360284768540","0.0032348633","-0.40342712","0.22592163"
"16969.0","1528923513034","5360289803940","-0.0010070801","-0.41789246","0.22479248"
"16974.0","1528923513038","5360294839340","-0.0035095215","-0.42456055","0.22613525"
"16979.0","1528923513044","5360299874741","9.3078613E-4","-0.4060974","0.2331543"
"16984.0","1528923513048","5360304910141","0.0059051514","-0.3831787","0.24180603"
"16989.0","1528923513053","5360309945542","0.003829956","-0.3829651","0.24649048"
"16994.0","1528923513059","5360314980942","-8.8500977E-4","-0.4022827","0.24661255"
"16999.0","1528923513064","5360320016342","-0.0024414063","-0.40768433","0.24749756"
"17004.0","1528923513068","5360325051743","2.593994E-4","-0.38931274","0.2524109"
"17009.0","1528923513074","5360330087143","0.003982544","-0.37269592","0.25909424"
"17014.0","1528923513078","5360335122544","0.0042877197","-0.37582397","0.26411438"
"17019.0","1528923513083","5360340157944","9.765625E-4","-0.38331604","0.2639618"
"17024.0","1528923513088","5360345193344","-3.0517578E-4","-0.3860016","0.26255798"
"17029.0","1528923513094","5360350228745","-0.0010223389","-0.38702393","0.26438904"
"17034.0","1528923513098","5360355264145","-6.2561035E-4","-0.39042664","0.26620483"
"17039.0","1528923513104","5360360299545","-0.0027160645","-0.39085388","0.26171875"
"17044.0","1528923513108","5360365334946","-0.005142212","-0.38407898","0.2584839"
"17049.0","1528923513113","5360370370346","-0.0048217773","-0.37130737","0.2596283"
"17054.0","1528923513118","5360375405747","-0.0045776367","-0.36732483","0.26010132"
"17059.0","1528923513124","5360380441147","-0.0053710938","-0.37576294","0.25852966"
"17064.0","1528923513128","5360385476547","-0.009887695","-0.38815308","0.2579651"
"17069.0","1528923513133","5360390511948","-0.010986328","-0.38882446","0.25534058"
"17075.0","1528923513138","5360395547348","-0.009216309","-0.37776184","0.2574463"
"17080.0","1528923513143","5360400582749","-0.009765625","-0.37472534","0.25706482"
"17085.0","1528923513148","5360405618149","-0.014450073","-0.37908936","0.2541809"
"17090.0","1528923513153","5360410653549","-0.016998291","-0.3885498","0.25283813"
"17095.0","1528923513158","5360415688950","-0.01739502","-0.38404846","0.25543213"
"17100.0","1528923513164","5360420724350","-0.015487671","-0.3668518","0.25775146"
"17105.0","1528923513168","5360425759751","-0.016235352","-0.36979675","0.2579651"
"17110.0","1528923513173","5360430795151","-0.02128601","-0.3831482","0.25401306"
"17115.0","1528923513178","5360435830551","-0.025665283","-0.39115906","0.2527008"
"17120.0","1528923513189","5360440865952","-0.023132324","-0.38414","0.25357056"
"17125.0","1528923513194","5360445901352","-0.021728516","-0.3647766","0.2557373"
"17130.0","1528923513195","5360450936752","-0.018569946","-0.35766602","0.25582886"
"17135.0","1528923513198","5360455972153","-0.020568848","-0.37530518","0.2537384"
"17140.0","1528923513204","5360461007553","-0.027008057","-0.38310242","0.2526245"
"17145.0","1528923513213","5360466042954","-0.028060913","-0.39060974","0.2515564"
"17150.0","1528923513214","5360471078354","-0.025039673","-0.39363098","0.25054932"
"17155.0","1528923513224","5360476113754","-0.0236969","-0.38085938","0.24621582"
"17160.0","1528923513229","5360481149155","-0.0206604","-0.37756348","0.24621582"
"17165.0","1528923513233","5360486184555","-0.02166748","-0.37342834","0.24583435"
"17170.0","1528923513237","5360491219956","-0.021514893","-0.372818","0.23980713"
"17175.0","1528923513243","5360496255356","-0.019622803","-0.37828064","0.24032593"
"17180.0","1528923513247","5360501290756","-0.020599365","-0.38427734","0.24615479"
"17185.0","1528923513252","5360506326157","-0.020370483","-0.38975525","0.24266052"
"17190.0","1528923513257","5360511361557","-0.018341064","-0.3907776","0.24031067"
"17195.0","1528923513264","5360516396958","-0.017120361","-0.38316345","0.24394226"
"17200.0","1528923513268","5360521432358","-0.015106201","-0.3781128","0.2419281"
"17205.0","1528923513274","5360526467758","-0.014801025","-0.38737488","0.23553467"
"17210.0","1528923513277","5360531503159","-0.018371582","-0.3934784","0.23522949"
"17216.0","1528923513284","5360536538559","-0.016616821","-0.38980103","0.23252869"
"17221.0","1528923513288","5360541573960","-0.013763428","-0.38464355","0.23361206"
"17226.0","1528923513292","5360546609360","-0.016555786","-0.379776","0.23425293"
"17231.0","1528923513298","5360551644760","-0.017868042","-0.38926697","0.23316956"
"17236.0","1528923513303","5360556680161","-0.01977539","-0.3947754","0.23210144"
"17241.0","1528923513307","5360561715561","-0.019454956","-0.38771057","0.23088074"
"17246.0","1528923513313","5360566750961","-0.013916016","-0.3726349","0.22996521"
"17251.0","1528923513317","5360571786362","-0.013702393","-0.3699646","0.23147583"
"17256.0","1528923513322","5360576821762","-0.01586914","-0.38168335","0.22822571"
"17261.0","1528923513335","5360581857163","-0.018981934","-0.39385986","0.2240448"
"17266.0","1528923513338","5360586892563","-0.022140503","-0.39942932","0.21800232"
"17271.0","1528923513339","5360591927963","-0.020324707","-0.39852905","0.21279907"
"17276.0","1528923513344","5360596963364","-0.019180298","-0.39343262","0.20600891"
"17281.0","1528923513347","5360601998764","-0.018844604","-0.39346313","0.20066833"
"17286.0","1528923513352","5360607034165","-0.01991272","-0.39675903","0.19946289"
"17291.0","1528923513358","5360612069565","-0.020217896","-0.40216064","0.19406128"
"17296.0","1528923513372","5360617104965","-0.01991272","-0.4044037","0.1910553"
"17301.0","1528923513398","5360622140366","-0.020599365","-0.4023285","0.18991089"
"17306.0","1528923513400","5360627175766","-0.020599365","-0.405365","0.18380737"
"17311.0","1528923513403","5360632211167","-0.021499634","-0.40847778","0.17999268"
"17316.0","1528923513405","5360637246567","-0.022277832","-0.40522766","0.17770386"
"17321.0","1528923513407","5360642281967","-0.020736694","-0.40246582","0.17559814"
"17326.0","1528923513410","5360647317368","-0.019989014","-0.40081787","0.1772461"
"17331.0","1528923513411","5360652352768","-0.020599365","-0.40382385","0.17605591"
"17336.0","1528923513413","5360657388169","-0.023162842","-0.40975952","0.17358398"
"17341.0","1528923513416","5360662423569","-0.025421143","-0.4072113","0.17306519"
"17346.0","1528923513418","5360667458969","-0.023803711","-0.40179443","0.17198181"
"17351.0","1528923513421","5360672494370","-0.024398804","-0.39744568","0.17311096"
"17357.0","1528923513423","5360677529770","-0.025421143","-0.3990631","0.17308044"
"17362.0","1528923513427","5360682565170","-0.026489258","-0.4060974","0.17253113"
"17367.0","1528923513430","5360687600571","-0.028671265","-0.40638733","0.17358398"
"17372.0","1528923513442","5360692635971","-0.028549194","-0.40083313","0.17541504"
"17377.0","1528923513446","5360697671372","-0.029327393","-0.39245605","0.17866516"
"17382.0","1528923513448","5360702706772","-0.030212402","-0.39035034","0.1787262"
