"timestamp","sys_time","abs_timestamp","raw_x_acc","raw_y_acc","raw_z_acc"
"18696.0","1528923514370","5361629220444","0.712204","-8.431091","5.5541077"
"18701.0","1528923514378","5361634255844","0.503479","-8.43454","5.48909"
"18706.0","1528923514383","5361639291245","0.45916748","-8.265961","5.4102783"
"18711.0","1528923514387","5361644326645","0.48780823","-8.324417","5.488678"
"18716.0","1528923514389","5361649362045","0.35827637","-8.453476","5.6854706"
"18721.0","1528923514395","5361654397446","0.5465851","-8.29628","5.534912"
"18726.0","1528923514400","5361659432846","0.56134033","-8.317551","5.476059"
"18731.0","1528923514405","5361664468247","0.40454102","-8.316544","5.482727"
"18736.0","1528923514409","5361669503647","0.3572235","-8.161301","5.4272766"
"18741.0","1528923514415","5361674539047","0.47821045","-8.380569","5.4526978"
"18746.0","1528923514424","5361679574448","0.41870117","-8.389862","5.552597"
"18751.0","1528923514429","5361684609848","0.22866821","-8.368607","5.5452423"
"18756.0","1528923514435","5361689645249","0.25039673","-8.269608","5.533966"
"18761.0","1528923514436","5361694680649","0.4007721","-8.229218","5.542938"
"18766.0","1528923514445","5361699716049","0.29580688","-8.340042","5.6108246"
"18771.0","1528923514450","5361704751450","0.40870667","-8.532761","5.625244"
"18776.0","1528923514456","5361709786850","0.2631836","-8.658432","5.5967255"
"18782.0","1528923514460","5361714822251","0.066604614","-8.425064","5.468216"
"18787.0","1528923514465","5361719857651","0.20043945","-8.460159","5.5713654"
"18792.0","1528923514471","5361724893051","0.20936584","-8.639313","5.6209106"
"18797.0","1528923514476","5361729928452","0.2705078","-8.712097","5.8102875"
"18802.0","1528923514483","5361734963852","0.34542847","-8.708145","5.769104"
"18807.0","1528923514491","5361739999252","0.17425537","-8.6392975","5.837387"
"18812.0","1528923514493","5361745034653","0.15962219","-8.528488","5.698471"
"18817.0","1528923514498","5361750070053","0.2524414","-8.604797","5.720978"
"18822.0","1528923514500","5361755105454","0.03593445","-8.827454","5.779602"
"18827.0","1528923514504","5361760140854","0.21484375","-8.718689","5.8838806"
"18832.0","1528923514509","5361765176254","0.2548523","-8.861893","5.821045"
"18837.0","1528923514516","5361770211655","0.3028717","-8.702957","5.710861"
"18842.0","1528923514520","5361775247055","0.25331116","-8.6341095","5.6758575"
"18847.0","1528923514525","5361780282456","0.25672913","-8.653519","5.6740723"
"18852.0","1528923514529","5361785317856","0.16072083","-8.671875","5.691345"
"18857.0","1528923514534","5361790353256","0.039764404","-8.627686","5.71109"
"18862.0","1528923514539","5361795388657","0.022155762","-8.554977","5.5454254"
"18867.0","1528923514544","5361800424057","0.014877319","-8.415039","5.4278717"
"18872.0","1528923514549","5361805459458","-0.07077026","-8.323441","5.4560394"
"18877.0","1528923514555","5361810494858","-0.031188965","-8.286255","5.4409485"
"18882.0","1528923514559","5361815530258","0.030258179","-8.300781","5.4667664"
"18887.0","1528923514565","5361820565659","-0.04043579","-8.455383","5.4796143"
"18892.0","1528923514569","5361825601059","9.1552734E-5","-8.291077","5.36821"
"18897.0","1528923514574","5361830636460","-0.12135315","-8.206253","5.3180847"
