"timestamp","sys_time","abs_timestamp","raw_x_rot","raw_y_rot","raw_z_rot"
"383.0","1528923496442","5343699826296","0.37521237","0.305596","0.45013517"
"388.0","1528923496448","5343704800661","0.3741676","0.31085742","0.45274132"
"393.0","1528923496452","5343709805544","0.37335846","0.31567442","0.45529312"
"398.0","1528923496457","5343714810427","0.37358153","0.31998092","0.45630857"
"403.0","1528923496462","5343719754275","0.37383816","0.3237794","0.4574165"
"408.0","1528923496468","5343725125368","0.37440372","0.3272273","0.45858908"
"413.0","1528923496472","5343729703005","0.37533566","0.32968712","0.4587362"
"418.0","1528923496477","5343734677370","0.37563598","0.33212802","0.45914266"
"423.0","1528923496482","5343739651736","0.37563443","0.33416778","0.4595566"
"428.0","1528923496488","5343744626101","0.3756147","0.33579934","0.4596376"
"433.0","1528923496492","5343749630984","0.37539124","0.3370665","0.45982516"
"438.0","1528923496497","5343754971560","0.3750488","0.33806795","0.45993218"
"443.0","1528923496502","5343759579714","0.37463835","0.3386639","0.46009272"
"447.0","1528923496508","5343764554079","0.37448472","0.33892393","0.46018934"
"452.0","1528923496512","5343769528445","0.37439167","0.33895275","0.46028256"
"457.0","1528923496518","5343774502810","0.37450853","0.33874446","0.46029526"
"462.0","1528923496522","5343779477175","0.37466338","0.3384476","0.4601808"
"468.0","1528923496528","5343784848269","0.37509432","0.3380127","0.45975152"
"472.0","1528923496532","5343789425905","0.37542754","0.33761904","0.45944685"
"477.0","1528923496537","5343794400271","0.37575293","0.33723167","0.45904475"
"482.0","1528923496542","5343799405154","0.37617886","0.33686665","0.45853183"
"487.0","1528923496547","5343804379519","0.3767321","0.33647713","0.4581688"
"492.0","1528923496552","5343809353884","0.37764037","0.33607712","0.45753336"
"498.0","1528923496557","5343814694460","0.3787726","0.33566105","0.456855"
"502.0","1528923496562","5343819302614","0.3799187","0.33525845","0.456268"
"507.0","1528923496567","5343824276980","0.38115048","0.33483618","0.45556146"
"512.0","1528923496572","5343829281863","0.38233927","0.33439258","0.45478725"
"517.0","1528923496578","5343834225710","0.38330555","0.3339604","0.4540575"
"522.0","1528923496583","5343839200075","0.3841889","0.33347082","0.45337442"
"528.0","1528923496588","5343844571169","0.38501552","0.33294138","0.45265517"
"532.0","1528923496592","5343849179323","0.38570642","0.33246234","0.4521396"
"537.0","1528923496597","5343854153689","0.3862181","0.33207157","0.45177728"
"542.0","1528923496602","5343859128054","0.38676655","0.33181015","0.45140272"
"547.0","1528923496607","5343864071902","0.38734633","0.33172837","0.45102477"
"552.0","1528923496612","5343869076784","0.38796812","0.33182588","0.4506328"
"557.0","1528923496618","5343874447878","0.38861862","0.33211878","0.45014098"
"562.0","1528923496621","5343879025515","0.3892964","0.33241475","0.449569"
"567.0","1528923496628","5343883999880","0.3898542","0.33278668","0.44902718"
"572.0","1528923496632","5343888974245","0.39037734","0.3330553","0.44854772"
"577.0","1528923496637","5343893948611","0.3907491","0.33320373","0.44815865"
"582.0","1528923496642","5343898922976","0.39092395","0.3332252","0.44789973"
"587.0","1528923496648","5343904294070","0.39090532","0.333151","0.4477993"
"592.0","1528923496652","5343908902224","0.39073175","0.33307815","0.44789973"
"597.0","1528923496657","5343913876589","0.39108327","0.3329497","0.44751617"
"601.0","1528923496661","5343918179568","0.39038086","0.33320943","0.4481194"
"607.0","1528923496668","5343923794802","0.3895261","0.333736","0.44884464"
"612.0","1528923496671","5343928769167","0.38862967","0.3345107","0.4495785"
"617.0","1528923496677","5343934140261","0.388376","0.3354636","0.44972584"
"622.0","1528923496681","5343938748415","0.3873566","0.33661142","0.45087007"
"627.0","1528923496686","5343943722780","0.38650405","0.3379825","0.4521338"
"632.0","1528923496692","5343948697146","0.3859385","0.3395653","0.45335713"
"637.0","1528923496696","5343953671511","0.3856486","0.3413999","0.45442134"
"642.0","1528923496702","5343958645876","0.38574338","0.34333685","0.45506397"
"647.0","1528923496708","5343964016970","0.3855002","0.34543163","0.45602092"
"652.0","1528923496712","5343968594607","0.3855614","0.34686115","0.45658726"
"657.0","1528923496717","5343973568972","0.38579488","0.34796935","0.45705602"
"661.0","1528923496721","5343978543337","0.38609952","0.34864643","0.457525"
"666.0","1528923496728","5343983548220","0.38652116","0.34897697","0.45782164"
"671.0","1528923496732","5343988522585","0.38700733","0.34904882","0.4580161"
"677.0","1528923496737","5343993863161","0.38750747","0.34898177","0.4581982"
"681.0","1528923496741","5343998471316","0.3879412","0.34889695","0.45829678"
"686.0","1528923496748","5344003445681","0.3884834","0.34884375","0.45825636"
"691.0","1528923496751","5344008420046","0.38908988","0.34883067","0.4582173"
"696.0","1528923496756","5344013394411","0.3896762","0.3488761","0.45827007"
"701.0","1528923496762","5344018429812","0.39034346","0.34895638","0.45828426"
"707.0","1528923496767","5344023739870","0.3910198","0.34908855","0.45832232"
"711.0","1528923496771","5344028348025","0.39158386","0.34920675","0.45841837"
"716.0","1528923496776","5344033322390","0.39221874","0.34932315","0.4584874"
"721.0","1528923496782","5344038296755","0.3929451","0.34937817","0.45853105"
"726.0","1528923496787","5344043271120","0.39380223","0.34934193","0.45849842"
"731.0","1528923496791","5344048245486","0.394883","0.34916127","0.45825768"
"737.0","1528923496796","5344053616579","0.39615995","0.34877157","0.45786276"
"741.0","1528923496805","5344058194216","0.39739385","0.3481935","0.45739612"
"746.0","1528923496814","5344063199099","0.39900032","0.34726828","0.45658386"
"751.0","1528923496819","5344068173464","0.40085676","0.34603983","0.45557904"
"756.0","1528923496823","5344073147829","0.4029897","0.3445316","0.45438483"
"761.0","1528923496827","5344078122195","0.4054146","0.34280458","0.4529759"
"766.0","1528923496829","5344083493288","0.40809745","0.34084335","0.45142627"
"771.0","1528923496834","5344088070925","0.41053894","0.33909255","0.450111"
"776.0","1528923496836","5344093045290","0.4131694","0.3372732","0.44865283"
"781.0","1528923496841","5344098019655","0.41578153","0.335593","0.44708613"
"786.0","1528923496847","5344102994021","0.41832533","0.3340288","0.44549248"
"791.0","1528923496850","5344107968386","0.42093438","0.33282778","0.4425709"
"796.0","1528923496857","5344113339480","0.42321017","0.33168992","0.439782"
"801.0","1528923496860","5344117947634","0.42514557","0.3305257","0.43737882"
"806.0","1528923496867","5344122921999","0.42699155","0.328944","0.43496603"
"811.0","1528923496870","5344127896364","0.4286565","0.3270664","0.43266135"
"816.0","1528923496875","5344132840212","0.42992538","0.3251453","0.43049845"
"821.0","1528923496882","5344137845095","0.43093434","0.32315096","0.4288532"
"826.0","1528923496886","5344143216189","0.43130213","0.32168934","0.4262156"
"831.0","1528923496891","5344147793825","0.43128705","0.32074007","0.42408708"
"836.0","1528923496895","5344152798708","0.4310638","0.3199355","0.42191318"
"841.0","1528923496902","5344157742556","0.43084374","0.3192752","0.41992116"
"846.0","1528923496906","5344162716921","0.4306628","0.31878015","0.41801432"
"851.0","1528923496910","5344167721804","0.4305468","0.31850377","0.41606444"
"856.0","1528923496916","5344173062380","0.43047282","0.3184931","0.41380188"
"861.0","1528923496920","5344177670534","0.43051332","0.31866345","0.41170374"
"866.0","1528923496926","5344182644900","0.43062925","0.31900394","0.4092117"
"871.0","1528923496930","5344187619265","0.43086866","0.31939882","0.4065203"
"876.0","1528923496935","5344192593630","0.43127623","0.31978923","0.4036227"
"881.0","1528923496940","5344197567995","0.43183404","0.32017565","0.40056637"
"886.0","1528923496947","5344202939089","0.43259788","0.32064363","0.39702716"
"890.0","1528923496951","5344207547243","0.4334059","0.32110655","0.3938658"
"895.0","1528923496955","5344212521609","0.43436658","0.32175288","0.39024466"
"900.0","1528923496960","5344217495974","0.43542814","0.32256615","0.38633746"
"905.0","1528923496967","5344222439821","0.43653426","0.32353193","0.38221157"
"910.0","1528923496971","5344227444704","0.43776685","0.3246142","0.37766373"
"916.0","1528923496977","5344232785280","0.43918142","0.32579747","0.37235633"
"920.0","1528923496980","5344237393435","0.44059664","0.3266885","0.36730152"
"925.0","1528923496986","5344242367800","0.44220367","0.3273784","0.3614185"
"930.0","1528923496990","5344247342165","0.44388407","0.32768312","0.3550494"
"935.0","1528923496996","5344252316530","0.44553033","0.32760635","0.34805924"
"940.0","1528923497001","5344257290896","0.44716233","0.3271442","0.34039247"
"946.0","1528923497006","5344262661989","0.44895208","0.32623956","0.3315087"
"950.0","1528923497010","5344267270144","0.4503361","0.32521757","0.32374445"
"955.0","1528923497016","5344272213991","0.45175675","0.32401234","0.31519744"
"960.0","1528923497019","5344277188357","0.45300698","0.3229443","0.30644307"
"965.0","1528923497026","5344282162722","0.45395994","0.3222203","0.29760107"
"970.0","1528923497030","5344287167605","0.45456547","0.32195863","0.2884343"
"975.0","1528923497037","5344292508181","0.45468742","0.32216004","0.27857834"
"980.0","1528923497039","5344297116335","0.45431098","0.32269827","0.2699296"
"985.0","1528923497046","5344302090700","0.4535348","0.32354373","0.26036963"
"990.0","1528923497051","5344307065066","0.45226616","0.32457656","0.25073537"
"995.0","1528923497054","5344312039431","0.4504747","0.32572916","0.24093875"
"1000.0","1528923497059","5344317013796","0.4481304","0.32696053","0.2309745"
"1005.0","1528923497066","5344322445925","0.4449481","0.32837763","0.21984848"
"1010.0","1528923497069","5344326962527","0.44176775","0.3296059","0.21045859"
"1015.0","1528923497075","5344331936892","0.43763664","0.33099622","0.19991824"
"1020.0","1528923497080","5344336911257","0.4328026","0.33239076","0.18914093"
"1025.0","1528923497085","5344341885622","0.42722845","0.3337473","0.17801112"
"1030.0","1528923497090","5344346890505","0.42093265","0.33500344","0.16646029"
"1035.0","1528923497096","5344352231081","0.41349682","0.33615312","0.1540172"
"1040.0","1528923497100","5344356839236","0.40643784","0.3369708","0.14333896"
"1045.0","1528923497107","5344361813601","0.3982013","0.3377273","0.131856"
"1050.0","1528923497110","5344366787966","0.3894361","0.33843392","0.12052232"
"1055.0","1528923497115","5344371762331","0.3802319","0.33916402","0.109576754"
"1060.0","1528923497120","5344376736696","0.37066153","0.33999443","0.099131346"
"1065.0","1528923497125","5344382107790","0.35998544","0.34109926","0.08819512"
"1070.0","1528923497133","5344386685427","0.3506495","0.34207436","0.07863869"
"1075.0","1528923497136","5344391659792","0.34006712","0.34349266","0.068723135"
"1080.0","1528923497139","5344396634157","0.32923692","0.34495077","0.058971714"
"1085.0","1528923497145","5344401608523","0.31817824","0.34635407","0.04927898"
"1090.0","1528923497149","5344406613405","0.30693778","0.34753892","0.039176855"
"1095.0","1528923497154","5344411953982","0.29458797","0.3487573","0.02874317"
"1100.0","1528923497159","5344416562136","0.2837162","0.34968016","0.019705167"
"1104.0","1528923497165","5344421536501","0.27178174","0.35058546","0.010003344"
"1109.0","1528923497169","5344426510866","0.25990057","0.35129142","-2.93042E-4"
"1114.0","1528923497174","5344431454714","0.24779458","0.3521949","-0.009960919"
"1119.0","1528923497179","5344436459597","0.23561653","0.35316125","-0.019552851"
"1125.0","1528923497185","5344441800173","0.22276907","0.35427696","-0.029548217"
"1129.0","1528923497189","5344446408327","0.21208498","0.35515606","-0.03866878"
"1134.0","1528923497194","5344451382693","0.20052056","0.3563347","-0.047450624"
"1139.0","1528923497199","5344456357058","0.1891564","0.3575534","-0.05591024"
"1144.0","1528923497205","5344461331423","0.17797086","0.35884702","-0.06425364"
"1149.0","1528923497209","5344466336306","0.16706973","0.3600948","-0.07335679"
"1155.0","1528923497218","5344471676882","0.15528361","0.36150935","-0.082491875"
"1159.0","1528923497221","5344476285036","0.14514142","0.36255926","-0.09042262"
"1164.0","1528923497224","5344481259402","0.13412435","0.36343202","-0.098978594"
"1169.0","1528923497229","5344486233767","0.12331679","0.36396837","-0.10835505"
"1174.0","1528923497234","5344491177614","0.11225055","0.36441475","-0.11716806"
"1179.0","1528923497239","5344496182497","0.10106363","0.36469287","-0.12613207"
"1184.0","1528923497245","5344501523073","0.089221135","0.36481586","-0.13550238"
"1189.0","1528923497249","5344506131228","0.07943822","0.3647679","-0.14423108"
"1194.0","1528923497254","5344511105593","0.06872335","0.3648698","-0.15264475"
"1199.0","1528923497260","5344516079958","0.058313","0.36513394","-0.16097672"
"1204.0","1528923497264","5344521054323","0.0482631","0.36554962","-0.1691441"
"1209.0","1528923497269","5344526028689","0.03893357","0.366014","-0.17781796"
"1214.0","1528923497274","5344531399782","0.028989805","0.36665288","-0.18601261"
"1219.0","1528923497278","5344535977419","0.020921454","0.36724865","-0.19277842"
"1224.0","1528923497284","5344540982302","0.012537954","0.36799982","-0.20008942"
"1229.0","1528923497289","5344545956667","0.0050275074","0.3687802","-0.20820105"
"1234.0","1528923497294","5344550900515","-0.0023951752","0.3695081","-0.21513107"
"1239.0","1528923497299","5344555905398","-0.009535436","0.37008747","-0.22185732"
"1244.0","1528923497304","5344561245974","-0.0167855","0.37051883","-0.22870202"
"1249.0","1528923497308","5344565854128","-0.022308668","0.37083113","-0.23541066"
"1254.0","1528923497314","5344570828493","-0.028439824","0.37102017","-0.24134181"
"1259.0","1528923497319","5344575802859","-0.03431503","0.37110367","-0.24705109"
"1264.0","1528923497325","5344580777224","-0.039931793","0.3710319","-0.25237638"
"1269.0","1528923497329","5344585751589","-0.044730794","0.3709688","-0.2585047"
"1274.0","1528923497334","5344591122683","-0.050068885","0.37090123","-0.26346308"
"1279.0","1528923497339","5344595730837","-0.0542474","0.37106225","-0.2675353"
"1284.0","1528923497344","5344600705202","-0.058333196","0.37147027","-0.2717717"
"1289.0","1528923497349","5344605679568","-0.061512932","0.37211904","-0.2769439"
"1294.0","1528923497353","5344610653933","-0.06471141","0.37278587","-0.28090367"
"1299.0","1528923497358","5344615628298","-0.06753298","0.37338692","-0.28472525"
"1304.0","1528923497364","5344620968874","-0.070247106","0.37373945","-0.2885342"
"1309.0","1528923497369","5344625638064","-0.07179196","0.37387305","-0.29300418"
"1313.0","1528923497373","5344630551394","-0.07378995","0.3735324","-0.29602355"
"1318.0","1528923497380","5344635525759","-0.0756183","0.37288526","-0.29887813"
"1323.0","1528923497385","5344640500124","-0.07726735","0.3720053","-0.3015842"
"1328.0","1528923497390","5344645505007","-0.078086436","0.37106392","-0.3057178"
"1334.0","1528923497398","5344650845583","-0.079505146","0.36969936","-0.3082507"
"1338.0","1528923497403","5344655453738","-0.08053556","0.36838803","-0.31026146"
"1343.0","1528923497408","5344660428103","-0.08138768","0.36686006","-0.3122117"
"1348.0","1528923497411","5344665402468","-0.08115174","0.36550996","-0.3156716"
"1353.0","1528923497414","5344670376833","-0.081154704","0.3640837","-0.31723824"
"1358.0","1528923497419","5344675351198","-0.08063134","0.36282128","-0.31860948"
"1364.0","1528923497424","5344680722292","-0.07946741","0.36170638","-0.31996715"
"1368.0","1528923497428","5344685330446","-0.07729463","0.36108053","-0.322683"
"1373.0","1528923497434","5344690274294","-0.0752875","0.36014944","-0.32342017"
"1378.0","1528923497438","5344695279177","-0.07302643","0.3584062","-0.3218296"
"1383.0","1528923497445","5344700253542","-0.070378385","0.3610253","-0.3246528"
"1388.0","1528923497448","5344705227907","-0.06896356","0.36453247","-0.3282113"
"1394.0","1528923497453","5344710568484","-0.06968422","0.36718583","-0.32994783"
"1398.0","1528923497458","5344715176638","-0.071519375","0.3683719","-0.3311528"
"1403.0","1528923497463","5344720151003","-0.07464716","0.3695017","-0.33329555"
"1408.0","1528923497468","5344725125368","-0.07849477","0.37009615","-0.3365538"
"1413.0","1528923497472","5344730099734","-0.083872356","0.36957517","-0.33828038"
"1418.0","1528923497482","5344735074099","-0.08962349","0.36855048","-0.33997163"
"1423.0","1528923497484","5344740440494","-0.09553035","0.36770493","-0.34208354"
"1428.0","1528923497487","5344745048648","-0.099458165","0.3676219","-0.34537935"
"1433.0","1528923497497","5344750023013","-0.103668","0.36788955","-0.3479125"
"1438.0","1528923497498","5344754997378","-0.107540205","0.36820588","-0.35061044"
"1443.0","1528923497504","5344759971744","-0.11142366","0.3681538","-0.35332528"
"1448.0","1528923497508","5344764946109","-0.11498411","0.36763725","-0.35726905"
"1453.0","1528923497516","5344770317203","-0.119802676","0.36625662","-0.35992002"
"1458.0","1528923497518","5344774894839","-0.12401611","0.36483255","-0.3622031"
"1463.0","1528923497523","5344779899722","-0.12851447","0.363323","-0.36484462"
"1468.0","1528923497529","5344784874087","-0.1320787","0.3622799","-0.36919326"
"1473.0","1528923497536","5344789848453","-0.13601165","0.3611962","-0.37197074"
"1478.0","1528923497538","5344794822818","-0.1394809","0.36053473","-0.3747863"
"1483.0","1528923497544","5344800193912","-0.14280649","0.3602412","-0.3777904"
"1488.0","1528923497548","5344804771548","-0.14468408","0.36060223","-0.38148248"
"1493.0","1528923497553","5344809776431","-0.14681482","0.36178118","-0.38452837"
"1498.0","1528923497557","5344814720279","-0.14870588","0.3630623","-0.3867214"
"1503.0","1528923497564","5344819694644","-0.15021536","0.36499316","-0.38880754"
"1508.0","1528923497568","5344824699527","-0.15081148","0.36773592","-0.39211237"
"1513.0","1528923497575","5344830040103","-0.15177184","0.37064385","-0.3944054"
"1518.0","1528923497579","5344834648257","-0.15269943","0.3728898","-0.39627305"
"1523.0","1528923497583","5344839622622","-0.1540001","0.37475315","-0.39815524"
"1528.0","1528923497587","5344844627505","-0.15488201","0.3765523","-0.40134323"
"1533.0","1528923497592","5344849571353","-0.15649623","0.37762493","-0.4033581"
"1537.0","1528923497599","5344854545718","-0.15828688","0.37835172","-0.405279"
"1543.0","1528923497605","5344859916812","-0.16041005","0.37880993","-0.4072605"
"1547.0","1528923497607","5344864524966","-0.16178241","0.3792357","-0.41011864"
"1552.0","1528923497613","5344869499331","-0.163846","0.37952825","-0.41215402"
"1557.0","1528923497617","5344874473697","-0.16582057","0.3799234","-0.41438544"
"1562.0","1528923497622","5344879448062","-0.16762613","0.38051206","-0.41694787"
"1567.0","1528923497632","5344884422427","-0.16869123","0.38135675","-0.42102435"
"1573.0","1528923497633","5344889763003","-0.1705482","0.3814205","-0.4238838"
"1577.0","1528923497638","5344894371158","-0.17214388","0.38112363","-0.4265955"
"1582.0","1528923497642","5344899345523","-0.17403656","0.3798819","-0.42942554"
"1587.0","1528923497648","5344904319888","-0.1754164","0.37815624","-0.4338975"
"1592.0","1528923497653","5344909294253","-0.17771313","0.37527028","-0.43714797"
"1597.0","1528923497658","5344914268619","-0.18025722","0.37177426","-0.4407775"
"1603.0","1528923497663","5344919609195","-0.1828749","0.36813265","-0.44537452"
"1607.0","1528923497667","5344924217349","-0.18439169","0.3655984","-0.45150042"
"1612.0","1528923497672","5344929252749","-0.18701732","0.36262295","-0.45661423"
"1617.0","1528923497678","5344934166080","-0.18961571","0.36006463","-0.46156025"
"1622.0","1528923497685","5344939140445","-0.1924749","0.3576123","-0.46612883"
"1627.0","1528923497689","5344944114810","-0.19493434","0.3556562","-0.47134492"
"1632.0","1528923497693","5344949485904","-0.19859491","0.3533482","-0.47434786"
"1637.0","1528923497697","5344954063540","-0.2018071","0.35176578","-0.47603944"
"1642.0","1528923497703","5344959037906","-0.20537665","0.35057265","-0.47714183"
"1647.0","1528923497707","5344964012271","-0.20833799","0.35049796","-0.47905535"
"1652.0","1528923497712","5344968986636","-0.21156515","0.35100284","-0.479827"
"1657.0","1528923497718","5344973961001","-0.21450159","0.3521723","-0.4807739"
"1662.0","1528923497723","5344979332095","-0.21739708","0.35393396","-0.48215467"
"1667.0","1528923497727","5344983940249","-0.21925335","0.35592806","-0.48450637"
"1672.0","1528923497731","5344988914615","-0.22147913","0.3580343","-0.48641935"
"1677.0","1528923497737","5344993888980","-0.22356015","0.36019382","-0.4886172"
"1682.0","1528923497743","5344998863345","-0.22554299","0.36235958","-0.49105734"
"1687.0","1528923497746","5345003837710","-0.2269425","0.36486173","-0.4947664"
"1692.0","1528923497752","5345009208804","-0.22905068","0.36725694","-0.4977669"
"1697.0","1528923497757","5345013786441","-0.23099522","0.36929792","-0.5004316"
"1702.0","1528923497767","5345018791324","-0.23333028","0.37151614","-0.5033603"
"1707.0","1528923497771","5345023826724","-0.23554672","0.37395874","-0.5070664"
"1712.0","1528923497772","5345028709537","-0.23838723","0.37604263","-0.5096955"
"1717.0","1528923497778","5345033683902","-0.24149641","0.37823293","-0.51222265"
"1722.0","1528923497782","5345039024478","-0.24496463","0.3807066","-0.5147704"
"1727.0","1528923497786","5345043632632","-0.24794203","0.38298088","-0.516781"
"1732.0","1528923497791","5345048606997","-0.25111756","0.38552734","-0.5187739"
"1737.0","1528923497795","5345053581363","-0.25418773","0.38811618","-0.5205839"
"1741.0","1528923497802","5345058555728","-0.2571039","0.3907248","-0.52227104"
"1746.0","1528923497805","5345063530093","-0.25984204","0.39329374","-0.52387625"
"1752.0","1528923497811","5345068870669","-0.26256254","0.3959508","-0.52554166"
"1756.0","1528923497816","5345073478824","-0.2646856","0.39809123","-0.5269044"
"1761.0","1528923497822","5345078453189","-0.2666832","0.40034458","-0.5284616"
"1766.0","1528923497825","5345083427554","-0.26836288","0.40256938","-0.53016096"
"1771.0","1528923497830","5345088401919","-0.2697354","0.4048027","-0.53206533"
"1776.0","1528923497835","5345093376285","-0.2708367","0.40707102","-0.5341987"
"1782.0","1528923497841","5345098747378","-0.2717888","0.40960184","-0.53675944"
"1786.0","1528923497845","5345103325015","-0.2724909","0.4118111","-0.5391431"
"1791.0","1528923497850","5345108329898","-0.27318203","0.41434452","-0.5419582"
"1796.0","1528923497856","5345113304263","-0.27387923","0.4169617","-0.54491353"
"1801.0","1528923497860","5345118278628","-0.27463892","0.41967124","-0.54795134"
"1806.0","1528923497865","5345123252994","-0.27549225","0.42246884","-0.55098605"
"1812.0","1528923497873","5345128593570","-0.27653888","0.42554072","-0.5541686"
"1816.0","1528923497874","5345133201724","-0.2775512","0.42817652","-0.5566958"
"1821.0","1528923497881","5345138176089","-0.2788112","0.43105647","-0.5593496"
"1826.0","1528923497886","5345143150455","-0.28017095","0.43402237","-0.56195503"
"1831.0","1528923497890","5345148124820","-0.281596","0.43700472","-0.5644523"
"1836.0","1528923497895","5345153099185","-0.28313527","0.4398144","-0.56669414"
"1841.0","1528923497902","5345158470279","-0.28496924","0.44256234","-0.56877977"
"1846.0","1528923497904","5345163047915","-0.2866095","0.44475782","-0.5702985"
"1851.0","1528923497911","5345168022281","-0.28843924","0.44704297","-0.57177687"
"1856.0","1528923497915","5345172996646","-0.29027224","0.4492463","-0.57308966"
