"timestamp","sys_time","abs_timestamp","raw_x_mag","raw_y_mag","raw_z_mag"
"6803.0","1533402455032","253359154566710","-91.119385","-25.036621","32.55768"
"6823.0","1533402455065","253359174708312","-90.867615","-25.128174","31.99768"
"6843.0","1533402455078","253359194849913","-90.78827","-25.205994","31.91986"
"6863.0","1533402455092","253359214991515","-89.904785","-25.108337","32.208252"
"6884.0","1533402455108","253359235133116","-90.3595","-25.335693","32.31964"
"6904.0","1533402455128","253359255274718","-91.127014","-25.544739","32.250977"
"6924.0","1533402455147","253359275416319","-90.48157","-25.11444","31.410217"
"6944.0","1533402455167","253359295557921","-89.78577","-25.411987","30.610657"
"6964.0","1533402455186","253359315699523","-89.60266","-25.714111","30.432129"
"6984.0","1533402455206","253359335841124","-89.01825","-24.894714","28.948975"
"7004.0","1533402455230","253359355982726","-88.99231","-25.001526","28.05481"
"7025.0","1533402455246","253359376124327","-89.09454","-25.205994","27.954102"
"7045.0","1533402455264","253359396265929","-89.72931","-25.334167","29.067993"
"7065.0","1533402455285","253359416407530","-90.197754","-25.120544","28.695679"
"7085.0","1533402455319","253359436549132","-90.28015","-25.036621","28.450012"
"7105.0","1533402455325","253359456690733","-90.28015","-25.58136","28.18451"
"7125.0","1533402455350","253359476832335","-89.460754","-25.714111","28.118896"
"7145.0","1533402455366","253359496973937","-89.263916","-25.714111","28.118896"
"7166.0","1533402455394","253359517115538","-90.5777","-25.85907","28.831482"
"7186.0","1533402455405","253359537257140","-90.78827","-25.881958","28.37677"
"7206.0","1533402455424","253359557398741","-90.78827","-25.881958","28.285217"
"7226.0","1533402455443","253359577540343","-90.78827","-25.262451","28.890991"
"7246.0","1533402455464","253359597681944","-89.2334","-26.138306","28.340149"
"7266.0","1533402455483","253359617823546","-89.09454","-26.220703","28.285217"
"7286.0","1533402455503","253359637965148","-91.06598","-25.89264","25.402832"
"7306.0","1533402455523","253359658106749","-91.95099","-26.046753","25.473022"
"7327.0","1533402455562","253359678248351","-91.944885","-26.048279","25.45929"
"7347.0","1533402455582","253359698389952","-89.30817","-25.700378","23.791504"
"7367.0","1533402455602","253359718531554","-90.78827","-25.205994","22.666931"
"7387.0","1533402455621","253359738673155","-90.78827","-25.184631","22.73407"
"7407.0","1533402455646","253359758814757","-90.74707","-24.909973","24.058533"
"7427.0","1533402455663","253359778956358","-90.28015","-25.375366","28.450012"
"7447.0","1533402455681","253359799097960","-90.364075","-25.375366","29.063416"
"7468.0","1533402455702","253359819239562","-90.76996","-25.375366","33.31604"
"7488.0","1533402455731","253359839381163","-89.60266","-25.375366","32.74536"
"7508.0","1533402455744","253359859522765","-89.36005","-25.436401","32.56836"
