"timestamp","RPM","Speed","AirFuelRatio","ThrottlePosition","MassAirFlow","FuelLevel"
"1533402786773","729","0","14671","145","443","725"
"1533402787164","728","0","14671","145","437","725"
"1533402787561","727","0","14671","145","437","725"
"1533402787971","726","0","14671","145","441","725"
"1533402788363","724","0","14671","137","330","725"
"1533402788878","760","0","14671","141","373","725"
"1533402789395","741","0","14671","141","373","725"
"1533402789794","716","0","14671","141","353","725"
"1533402790248","696","0","14671","141","360","725"
"1533402790663","712","0","14671","141","350","725"
"1533402791048","699","0","14671","141","350","725"
"1533402791442","689","0","14671","141","338","725"
"1533402791855","686","0","14671","141","329","725"
"1533402792216","680","0","14671","141","342","725"
"1533402792624","679","0","14671","141","344","725"
"1533402793002","685","0","14671","137","342","725"
"1533402793443","681","0","14671","137","331","725"
"1533402793864","676","0","14671","137","331","725"
"1533402794283","664","0","14671","137","336","725"
"1533402794690","671","0","14671","137","314","722"
"1533402795087","670","0","14671","137","336","722"
"1533402795492","672","0","14671","149","477","722"
"1533402795871","737","0","14671","145","427","722"
"1533402796277","717","0","14671","149","454","722"
"1533402796691","687","0","14671","145","428","722"
"1533402797066","729","0","14671","145","433","722"
"1533402797472","726","0","14671","145","430","722"
"1533402797879","718","0","14671","145","439","722"
"1533402798280","706","0","14671","145","437","722"
"1533402798664","708","0","14671","145","438","722"
"1533402799073","713","0","14671","145","438","722"
"1533402799480","699","0","14671","145","417","722"
"1533402799866","712","0","14671","145","430","722"
"1533402800234","712","0","14671","145","425","722"
"1533402800628","716","0","14671","145","420","722"
"1533402801001","705","0","14671","145","416","722"
"1533402801375","709","0","14671","145","418","722"
"1533402801761","712","0","14671","145","430","722"
"1533402802145","706","0","14671","145","431","722"
"1533402802566","707","0","14671","145","437","722"
"1533402802929","714","0","14671","145","433","722"
"1533402803313","714","0","14671","145","421","722"
"1533402803735","714","0","14671","145","433","722"
"1533402804138","715","0","14671","145","434","722"
"1533402804539","714","0","14671","145","417","722"
"1533402804940","706","0","14671","145","422","722"
"1533402805339","711","0","14671","145","427","722"
"1533402805742","707","0","14671","145","429","722"
"1533402806126","704","0","14671","145","430","722"
"1533402806515","714","0","14671","145","415","722"
"1533402806924","713","0","14671","145","415","722"
"1533402807301","705","0","14671","145","414","722"
"1533402807700","706","0","14671","145","417","722"
"1533402808125","710","0","14671","145","428","722"
"1533402808711","708","0","14671","145","425","722"
"1533402809104","700","0","14671","145","427","722"
"1533402809637","709","0","14671","145","421","722"
"1533402810059","709","0","14671","145","418","722"
"1533402810435","703","0","14671","145","417","722"
"1533402810820","710","0","14671","145","418","722"
"1533402811195","711","0","14671","145","431","722"
"1533402811552","706","0","14671","145","430","722"
"1533402811943","706","0","14671","145","430","722"
"1533402812346","698","0","14671","145","431","722"
"1533402812724","709","0","14671","145","430","722"
"1533402813107","714","0","14671","145","423","722"
"1533402813516","701","0","14671","145","424","722"
"1533402813921","704","0","14671","145","422","722"
"1533402814314","710","0","14671","145","429","722"
"1533402814713","701","0","14671","145","420","722"
"1533402815119","704","0","14671","145","416","722"
"1533402815525","708","0","14671","145","430","722"
"1533402815951","702","0","14671","145","429","722"
"1533402816317","696","0","14671","145","428","722"
"1533402816717","698","0","14671","145","428","722"
"1533402817114","705","0","14671","145","427","722"
"1533402817516","705","0","14671","145","423","722"
"1533402817910","698","0","14671","145","424","722"
"1533402818323","707","0","14671","145","421","722"
"1533402818741","705","0","14671","145","418","722"
"1533402819115","703","0","14671","145","422","718"
"1533402819501","698","0","14671","145","423","718"
"1533402819882","697","0","14671","145","423","718"
"1533402820285","707","0","14671","145","423","718"
"1533402820693","705","0","14671","145","424","718"
"1533402821147","696","0","14671","145","422","718"
"1533402821526","704","0","14671","145","421","718"
"1533402821944","703","0","14671","145","416","718"
"1533402822381","692","0","14671","145","425","718"
"1533402822803","700","0","14671","145","424","718"
"1533402823200","710","0","14671","145","424","718"
"1533402823616","708","0","14671","145","429","718"
"1533402823992","698","0","14671","145","425","718"
"1533402824380","700","0","14671","145","415","718"
"1533402824806","700","0","14671","145","409","718"
"1533402825210","700","0","14671","145","427","718"
"1533402825600","702","0","14671","145","428","718"
"1533402825988","701","0","14671","145","425","718"
"1533402826394","701","0","14671","145","412","718"
"1533402826853","699","0","14671","145","414","718"
"1533402827243","696","0","14671","145","425","718"
"1533402827673","706","0","14671","145","423","718"
"1533402828061","704","0","14671","145","427","718"
"1533402828508","693","0","14671","149","511","718"
"1533402828951","734","0","14671","149","468","718"
"1533402829481","809","2","14671","149","607","718"
"1533402829976","793","3","14681","169","865","718"
"1533402830407","1164","4","14681","173","978","718"
"1533402830786","1252","6","14681","180","1052","718"
"1533402831174","1275","8","14681","188","1197","714"
"1533402831578","1393","9","14681","188","1187","714"
"1533402831959","1460","11","14681","184","1148","714"
"1533402832364","1449","12","14681","192","1287","714"
"1533402832781","1450","14","14681","173","855","714"
"1533402833164","1305","15","14681","157","589","714"
"1533402833566","1177","16","14681","153","464","714"
"1533402833928","1187","16","14671","145","391","714"
"1533402834352","1094","16","14671","149","456","714"
"1533402834776","994","16","14671","145","427","714"
"1533402835212","1029","16","14671","153","666","714"
"1533402835613","1029","16","14681","184","1215","714"
"1533402836050","1462","16","14681","188","1215","714"
"1533402836461","1551","17","14681","192","1220","714"
"1533402836881","1487","18","14681","188","1166","714"
"1533402837291","1375","19","14681","184","1104","714"
"1533402837689","1293","19","14681","173","818","714"
"1533402838083","1217","20","14681","149","478","714"
"1533402838513","1210","20","14701","145","401","714"
"1533402838890","1018","20","14701","137","310","714"
"1533402839255","1057","20","14701","137","271","714"
"1533402839655","1031","19","14701","137","321","714"
"1533402840069","888","18","14701","137","339","714"
"1533402840439","929","17","14701","137","293","714"
"1533402840822","945","16","14701","137","297","714"
"1533402841239","867","15","14701","137","309","714"
"1533402841651","874","14","14701","161","694","714"
"1533402842073","1124","13","14451","204","1787","714"
"1533402842447","1702","14","14361","224","1806","714"
"1533402842850","1938","16","14451","220","1886","714"
"1533402843263","1947","18","14471","224","1943","714"
"1533402843675","1827","20","14471","243","2042","702"
"1533402844067","1772","22","14481","247","1984","702"
"1533402844432","1685","23","14481","255","2049","702"
"1533402844827","1567","25","14471","282","2246","702"
"1533402845214","1564","27","14471","290","2454","702"
"1533402845598","1636","29","14471","286","2606","702"
"1533402845980","1703","30","14481","286","2709","702"
"1533402846414","1712","33","14491","286","2576","702"
"1533402846824","1720","34","14701","275","2495","702"
"1533402847191","1725","36","14851","275","2485","702"
"1533402847602","1714","37","14661","290","2625","702"
"1533402848005","1778","39","14611","302","2664","702"
"1533402848451","1790","40","14621","302","2845","702"
"1533402848924","1789","42","14631","286","2780","702"
"1533402849446","1790","44","14651","275","2651","702"
"1533402849920","1760","45","14661","188","1213","702"
"1533402850380","1626","46","14671","161","731","702"
"1533402850803","1403","46","14681","157","574","702"
"1533402851161","1274","46","14671","145","381","702"
"1533402851547","1251","45","14701","145","431","702"
"1533402851920","1190","43","14701","145","422","702"
"1533402852302","1167","42","14701","145","386","702"
"1533402852662","1201","41","14701","145","387","702"
"1533402853107","1202","40","14701","145","386","702"
"1533402853506","1201","39","14701","145","396","702"
"1533402853888","1210","38","14701","145","390","702"
"1533402854293","1213","37","14701","145","409","702"
"1533402854688","1224","35","14701","145","385","702"
"1533402855122","1230","35","14701","137","305","702"
"1533402855551","1235","34","14701","137","284","702"
"1533402855960","1235","33","14701","137","290","686"
"1533402856343","1225","32","14701","137","286","686"
"1533402856742","1226","31","14701","137","272","686"
"1533402857132","1227","30","14701","137","279","686"
"1533402857516","1225","29","14701","137","291","686"
"1533402857880","1238","28","14701","137","286","686"
"1533402858223","1246","27","14701","137","286","686"
"1533402858576","1244","26","14701","137","271","686"
"1533402858908","1245","26","14701","145","455","686"
"1533402859255","1268","25","14701","157","556","686"
"1533402859561","1228","25","14701","153","536","686"
"1533402859873","1223","25","13331","157","561","686"
"1533402860234","1210","26","13331","157","609","686"
"1533402860663","1201","26","13331","173","905","686"
"1533402861047","1208","26","13321","196","1310","686"
"1533402861446","1225","27","13321","173","818","686"
"1533402861846","1215","27","13331","153","511","686"
"1533402862245","1186","28","13331","145","416","686"
"1533402862674","1222","28","13401","145","359","686"
"1533402863064","1207","27","14701","137","282","686"
"1533402863445","1220","27","14701","149","437","686"
"1533402863863","1224","26","14701","161","842","686"
"1533402864275","1278","26","14701","173","921","686"
"1533402864694","1181","26","13321","180","1081","686"
"1533402865118","1183","26","13321","184","1065","686"
"1533402865505","1211","27","13321","212","1586","686"
"1533402865885","1237","28","13311","235","1533","686"
"1533402866309","1337","29","13371","243","1694","686"
"1533402866697","1385","30","14621","251","1781","686"
"1533402867102","1440","31","14671","259","2006","686"
"1533402867509","1490","32","14651","259","2099","686"
"1533402867899","1555","33","14651","220","1457","686"
"1533402868337","1481","35","14671","165","655","718"
"1533402868871","1310","35","14681","153","551","718"
"1533402869361","1249","35","14671","145","383","718"
"1533402869820","1247","34","14701","145","409","718"
"1533402870275","1218","34","14701","145","402","718"
"1533402870736","1197","33","14701","145","399","718"
"1533402871140","1223","32","14701","169","875","718"
"1533402871538","1217","32","14701","184","1208","718"
"1533402871956","1202","33","13311","220","1473","718"
"1533402872368","1228","34","13321","220","1362","718"
"1533402872782","1263","34","13311","227","1424","718"
"1533402873152","1290","35","13811","231","1540","718"
"1533402873591","1328","36","14761","231","1553","718"
"1533402873972","1347","37","14741","173","836","718"
"1533402874383","1288","37","14681","157","584","718"
"1533402874812","1257","37","14691","149","400","718"
"1533402875215","1236","36","14701","145","406","718"
"1533402875664","1229","36","14701","145","417","718"
"1533402876080","1197","35","14701","145","422","718"
"1533402876507","1188","33","14701","145","420","718"
"1533402876932","1192","32","14701","145","413","718"
"1533402877303","1190","30","14701","145","400","718"
"1533402877695","1196","28","14701","141","329","718"
"1533402878088","1199","26","14701","137","313","718"
"1533402878506","1216","24","14701","137","296","718"
"1533402878930","1197","22","14701","137","280","718"
"1533402879349","1163","20","14701","137","301","718"
"1533402879746","851","18","14701","141","323","718"
"1533402880166","1145","17","14701","137","283","718"
"1533402880579","1109","16","13331","137","285","729"
"1533402880985","1028","14","13331","137","284","729"
"1533402881356","954","12","13331","137","277","729"
"1533402881769","886","10","13331","137","291","729"
"1533402882187","802","8","13331","137","285","729"
"1533402882569","739","6","13331","137","290","729"
"1533402882963","640","5","13331","141","339","729"
"1533402883347","580","3","13331","141","357","729"
"1533402883736","644","2","13331","137","301","729"
"1533402884122","676","0","13331","137","313","729"
"1533402884525","653","0","13331","137","313","729"
"1533402884950","654","0","13331","137","314","729"
"1533402885337","672","0","13331","137","323","729"
"1533402885760","685","0","13331","137","319","729"
"1533402886152","656","0","13331","137","316","729"
"1533402886541","671","0","13331","149","487","729"
"1533402886978","711","0","13331","145","420","729"
"1533402887380","764","0","13431","145","454","729"
"1533402887781","708","0","13561","145","442","729"
"1533402888163","727","0","13691","145","410","729"
"1533402888592","735","0","13841","145","414","729"
"1533402889012","724","0","13981","145","428","729"
"1533402889483","724","0","14151","145","431","729"
"1533402889929","723","0","14311","145","420","729"
"1533402890387","711","0","14461","145","416","729"
"1533402890778","709","0","14591","145","414","729"
"1533402891148","715","0","14671","145","429","729"
"1533402891548","705","0","14671","145","414","729"
"1533402891936","709","0","14671","145","417","729"
"1533402892356","703","0","14671","145","425","729"
"1533402892776","709","0","14671","145","420","729"
"1533402893169","710","0","14671","145","414","729"
"1533402893562","714","0","14671","145","425","729"
"1533402893972","713","0","14671","145","427","729"
"1533402894334","708","0","14671","145","428","729"
"1533402894740","706","0","14671","145","427","729"
"1533402895139","707","0","14671","145","424","729"
"1533402895565","715","0","14671","145","429","729"
"1533402895966","703","0","14671","145","430","729"
"1533402896382","704","0","14671","145","413","729"
"1533402896786","714","0","14671","145","410","729"
"1533402897178","706","0","14671","145","408","729"
"1533402897624","712","0","14671","145","427","729"
"1533402898001","699","0","14671","145","428","729"
"1533402898388","703","0","14671","145","414","729"
"1533402898751","708","0","14671","145","423","729"
"1533402899159","710","0","14671","145","421","729"
"1533402899554","712","0","14671","145","422","729"
"1533402899935","705","0","14671","145","417","729"
"1533402900345","701","0","14671","145","427","729"
"1533402900746","700","0","14671","145","428","729"
"1533402901127","699","0","14671","145","413","729"
"1533402901505","711","0","14671","145","412","729"
"1533402901883","711","0","14671","137","309","729"
"1533402902243","761","0","14671","137","321","729"
"1533402902608","722","0","14671","141","350","729"
"1533402902993","703","0","14671","141","332","729"
"1533402903395","707","0","14671","141","331","729"
"1533402903814","700","0","14671","141","330","729"
"1533402904199","684","0","14671","141","337","729"
"1533402904582","692","0","14671","137","319","729"
"1533402904984","704","0","14671","137","317","710"
"1533402905399","677","0","14671","137","342","710"
"1533402905797","680","0","14671","137","339","710"
"1533402906169","675","0","14671","137","336","710"
"1533402906561","675","0","14671","137","326","710"
"1533402906948","678","0","14671","149","472","710"
"1533402907373","717","0","14671","145","438","710"
"1533402907781","740","0","14671","145","447","710"
"1533402908178","677","0","14671","145","443","710"
"1533402908676","746","0","14671","145","420","710"
"1533402909170","722","0","14671","145","446","710"
"1533402909654","708","0","14671","192","1285","710"
"1533402910069","988","0","14681","180","1039","710"
"1533402910464","1361","3","14681","196","1394","710"
"1533402910939","1451","5","14671","204","1347","710"
"1533402911328","1526","7","14671","204","1397","710"
"1533402911774","1546","10","14671","216","1530","710"
"1533402912171","1612","11","14671","212","1593","710"
"1533402912576","1553","14","14671","212","1526","710"
"1533402912980","1465","15","14671","216","1450","710"
"1533402913373","1409","17","14671","224","1560","710"
"1533402913762","1360","19","14671","235","1646","710"
"1533402914167","1398","20","14671","243","1781","710"
"1533402914589","1446","22","14661","255","1863","710"
"1533402914995","1484","23","14661","255","1953","710"
"1533402915403","1494","25","14661","251","1999","710"
"1533402915816","1512","26","14661","251","1949","710"
"1533402916189","1475","28","14661","243","1889","710"
"1533402916580","1456","29","14661","243","1832","710"
"1533402916974","1441","30","14661","239","1775","710"
"1533402917379","1419","31","14661","243","1754","686"
"1533402917751","1405","32","14661","251","1844","686"
"1533402918150","1435","33","14661","259","1995","686"
"1533402918545","1491","34","14661","255","2175","686"
"1533402918917","1508","35","14661","259","2099","686"
"1533402919335","1515","36","14661","259","2185","686"
"1533402919741","1511","37","14661","255","2088","686"
"1533402920165","1506","38","14661","251","1991","686"
"1533402920563","1489","39","14661","235","1757","686"
"1533402920949","1442","40","14671","176","928","686"
"1533402921325","1332","41","14671","149","486","686"
"1533402921713","1255","41","14671","145","353","686"
"1533402922139","1231","40","14671","137","269","686"
"1533402922540","1227","40","14701","137","302","686"
"1533402922931","1213","39","14701","137","421","686"
"1533402923360","1229","39","14701","161","668","686"
"1533402923757","1202","39","14701","176","1119","686"
"1533402924130","1221","39","14441","220","1649","686"
"1533402924552","1248","40","14551","204","1096","686"
"1533402924941","1255","40","14551","173","885","686"
"1533402925327","1240","41","14541","153","496","686"
"1533402925741","1240","41","14701","145","401","686"
"1533402926151","1230","40","14701","141","347","686"
"1533402926566","1214","40","14701","137","284","686"
"1533402926966","1226","39","14701","137","272","686"
"1533402927353","1232","39","14701","137","279","686"
"1533402927749","1229","38","14701","137","291","686"
"1533402928128","1219","37","14701","137","276","686"
"1533402928609","1228","37","14701","137","277","686"
"1533402929058","1222","36","14701","137","270","686"
"1533402929591","1238","35","14701","137","289","698"
"1533402930001","1237","34","14701","145","407","698"
"1533402930434","1233","34","14701","145","416","698"
"1533402930856","1235","33","14701","145","405","698"
"1533402931271","1240","32","14701","145","386","698"
"1533402931628","1253","31","14701","145","383","698"
"1533402932001","1247","31","14701","145","383","698"
"1533402932400","1250","30","14701","145","377","698"
"1533402932781","1248","29","14701","145","382","698"
"1533402933164","1235","28","14701","145","380","698"
"1533402933572","1231","27","14701","145","386","698"
"1533402933964","1227","26","14701","145","377","698"
"1533402934390","1237","25","14701","145","390","698"
"1533402934818","1079","24","14701","145","413","698"
"1533402935216","1243","23","14701","145","383","698"
"1533402935602","1112","22","13331","145","394","698"
"1533402935991","1049","21","13331","145","402","698"
"1533402936396","1038","20","13331","145","389","698"
"1533402936776","1027","19","13331","145","385","698"
"1533402937158","1037","18","13331","145","403","698"
"1533402937613","1028","16","13331","145","399","698"
"1533402938029","1020","15","13331","145","399","698"
"1533402938443","984","14","13331","145","406","698"
"1533402938868","959","12","13331","137","290","698"
"1533402939251","999","11","13331","137","328","698"
"1533402939650","936","10","13331","141","338","698"
"1533402940058","888","9","13331","137","317","698"
"1533402940445","829","8","13331","137","307","698"
"1533402940864","760","7","13331","137","299","698"
"1533402941245","737","7","13331","137","288","698"
"1533402941658","706","6","13331","137","285","698"
"1533402942045","687","6","13331","137","307","741"
"1533402942437","633","5","13341","137","311","741"
"1533402942862","611","4","13491","137","309","741"
"1533402943256","620","3","13651","145","422","741"
"1533402943702","742","4","14181","165","807","741"
"1533402944065","955","4","14721","169","875","741"
"1533402944451","1253","5","14691","173","930","741"
"1533402944880","1313","7","14681","180","1091","741"
"1533402945253","1389","8","14671","188","1255","741"
"1533402945636","1531","10","14671","176","834","741"
"1533402946012","1506","11","14681","145","393","741"
"1533402946463","1098","12","14671","137","304","741"
"1533402946882","1000","12","14671","141","328","741"
"1533402947265","942","11","14671","137","290","741"
"1533402947624","891","11","14671","137","311","741"
"1533402947985","830","11","14671","137","354","741"
"1533402948381","791","10","14671","145","416","741"
"1533402948906","824","8","14671","149","434","741"
"1533402949341","729","7","14671","145","414","741"
"1533402949843","702","5","14671","145","420","741"
"1533402950363","666","3","14671","145","412","741"
"1533402950776","658","2","14671","145","431","741"
"1533402951167","668","0","14671","145","417","741"
"1533402951547","707","0","14671","145","418","741"
"1533402951922","706","0","14671","145","421","741"
"1533402952298","699","0","14671","145","422","741"
"1533402952709","701","0","14671","145","422","741"
"1533402953105","707","0","14671","145","417","741"
"1533402953514","708","0","14671","145","430","741"
"1533402953943","705","0","14671","145","430","741"
"1533402954336","708","0","14671","145","410","722"
"1533402954763","701","0","14671","145","428","722"
"1533402955178","709","0","14671","145","412","722"
"1533402955550","714","0","14671","145","420","722"
"1533402955960","708","0","14671","145","420","722"
"1533402956341","713","0","14671","145","423","722"
"1533402956727","705","0","14671","145","429","722"
"1533402957151","717","0","14671","145","413","722"
"1533402957557","712","0","14671","145","423","722"
"1533402957962","706","0","14671","145","430","722"
"1533402958365","716","0","14671","145","425","722"
"1533402958753","698","0","14671","145","422","722"
"1533402959158","714","0","14671","145","422","722"
"1533402959516","707","0","14671","145","420","722"
"1533402959915","713","0","14671","145","424","722"
"1533402960353","713","0","14671","145","428","722"
"1533402960727","707","0","14671","145","428","722"
"1533402961138","699","0","14671","145","427","722"
"1533402961562","701","0","14671","145","408","722"
"1533402961968","706","0","14671","145","407","722"
"1533402962388","699","0","14671","145","429","722"
"1533402962809","706","0","14671","145","427","722"
"1533402963211","720","0","14671","145","409","722"
"1533402963625","702","0","14671","145","413","722"
"1533402964005","711","0","14671","145","424","722"
"1533402964434","703","0","14671","145","422","722"
"1533402964885","697","0","14671","145","421","722"
"1533402965300","714","0","14671","145","421","722"
"1533402965734","699","0","14671","145","417","722"
"1533402966159","703","0","14671","145","427","722"
"1533402966562","713","0","14671","145","428","710"
"1533402966962","708","0","14671","145","409","710"
"1533402967370","706","0","14671","145","412","710"
"1533402967780","697","0","14671","145","413","710"
"1533402968196","713","0","14671","145","423","710"
"1533402968644","706","0","14671","145","421","710"
"1533402969108","702","0","14671","145","420","710"
"1533402969638","709","0","14671","145","415","710"
"1533402970045","709","0","14671","145","425","710"
"1533402970490","697","0","14671","145","408","710"
"1533402970912","699","0","14671","145","412","710"
"1533402971351","701","0","14671","145","425","710"
"1533402971753","701","0","14671","145","429","710"
"1533402972164","706","0","14671","145","427","710"
"1533402972564","697","0","14671","145","405","710"
"1533402972948","708","0","14671","145","424","710"
"1533402973406","708","0","14671","145","405","710"
"1533402973861","694","0","14671","145","406","710"
"1533402974267","706","0","14671","145","406","710"
"1533402974683","705","0","14671","145","425","710"
"1533402975052","696","0","14671","145","428","710"
"1533402975461","709","0","14671","145","424","710"
"1533402975874","702","0","14671","145","424","710"
"1533402976268","694","0","14671","145","410","710"
"1533402976657","700","0","14671","145","412","710"
"1533402977042","702","0","14671","145","412","710"
"1533402977466","704","0","14671","145","410","710"
"1533402977856","702","0","14671","145","427","710"
"1533402978269","702","0","14671","145","425","710"
"1533402978679","686","0","14671","145","421","710"
"1533402979073","708","0","14671","145","422","710"
"1533402979486","700","0","14671","145","422","710"
"1533402979916","698","0","14671","145","413","710"
"1533402980305","710","0","14671","145","418","710"
"1533402980715","694","0","14671","145","415","710"
"1533402981116","704","0","14661","149","494","710"
"1533402981560","713","0","14671","149","471","710"
"1533402981946","800","0","14671","149","451","710"
"1533402982366","805","1","14671","149","498","710"
"1533402982780","767","2","14671","153","511","710"
"1533402983171","796","2","14671","149","469","710"
"1533402983586","777","3","14671","149","492","710"
"1533402983989","783","3","14671","149","478","710"
"1533402984373","818","3","14671","165","826","710"
"1533402984740","851","4","14671","192","1265","710"
"1533402985107","1379","5","14681","192","1252","710"
"1533402985496","1597","8","14681","208","1652","710"
"1533402985912","1650","10","14691","224","1724","710"
"1533402986281","1744","12","14681","224","1778","710"
"1533402986685","1704","14","14681","224","1754","710"
"1533402987069","1602","17","14681","220","1573","710"
"1533402987461","1490","18","14671","216","1450","710"
"1533402987863","1378","20","14671","216","1384","710"
"1533402988260","1345","22","14671","192","1049","710"
"1533402988666","1293","23","14681","153","511","710"
"1533402989171","1407","24","14671","145","396","710"
"1533402989761","1285","24","14671","145","342","710"
"1533402990174","1203","24","14701","137","274","710"
"1533402990621","1023","23","14701","141","350","710"
"1533402991013","950","23","14701","137","275","694"
"1533402991417","1036","22","14701","137","283","694"
"1533402991796","1026","22","14701","137","289","694"
"1533402992184","989","22","14701","137","278","694"
"1533402992619","992","22","14671","161","721","694"
"1533402992987","1135","22","14681","196","1523","694"
"1533402993372","1539","22","14671","216","1636","694"
"1533402993782","1741","23","14671","220","1715","694"
"1533402994157","1663","24","14671","216","1576","694"
"1533402994575","1503","26","14671","224","1573","694"
"1533402994986","1368","26","14671","235","1510","694"
"1533402995366","1339","27","14671","239","1616","694"
"1533402995765","1370","28","14671","243","1730","694"
"1533402996133","1396","29","14661","318","2114","694"
"1533402996574","1509","30","14651","310","2485","694"
"1533402996956","1604","31","14551","286","2566","694"
"1533402997342","1627","32","14711","247","2092","694"
"1533402997800","1555","34","14681","200","1171","694"
"1533402998215","1427","35","14661","161","673","694"
"1533402998599","1263","36","14661","157","615","694"
"1533402999006","1189","36","14661","157","668","694"
"1533402999403","1157","36","14661","157","591","694"
"1533402999805","1150","36","14661","153","464","694"
"1533403000223","1215","36","14661","145","398","694"
"1533403000626","1231","35","14661","137","293","694"
"1533403000997","1212","35","14661","137","302","694"
"1533403001415","1202","34","14661","137","287","694"
"1533403001822","1198","32","14651","137","280","694"
"1533403002187","1185","30","14651","137","270","694"
"1533403002575","1200","28","14651","137","270","694"
"1533403002945","1210","27","14661","137","287","694"
"1533403003326","1218","25","14651","137","285","686"
"1533403003761","1209","23","14651","137","265","686"
"1533403004175","1187","21","14651","137","268","686"
"1533403004538","1152","18","14651","137","298","686"
"1533403004941","951","15","14651","141","350","686"
"1533403005342","890","14","14651","137","304","686"
"1533403005758","914","13","14651","137","292","686"
"1533403006160","892","12","14651","137","303","686"
"1533403006602","887","12","14641","141","362","686"
"1533403006982","962","11","14641","145","376","686"
"1533403007381","1033","11","14641","145","438","686"
"1533403007779","1137","11","14641","157","587","686"
"1533403008166","1203","11","14641","153","537","686"
"1533403008561","1211","11","14641","145","401","686"
"1533403009133","1131","12","14641","137","304","686"
"1533403009620","1022","12","14641","145","417","686"
"1533403010043","1008","12","14631","145","430","686"
"1533403010596","920","12","14631","145","405","686"
"1533403011024","925","12","14631","145","395","686"
"1533403011429","890","11","14631","145","391","686"
"1533403011876","847","10","14631","145","403","686"
"1533403012284","837","9","14631","145","390","686"
"1533403012704","811","8","14631","145","396","686"
"1533403013110","791","8","14631","145","407","686"
"1533403013507","782","8","14631","145","391","686"
"1533403013919","787","7","14631","149","516","686"
"1533403014346","800","7","14641","169","863","686"
"1533403014707","1010","8","14651","176","1007","686"
"1533403015086","1317","8","14681","173","896","686"
"1533403015455","1321","9","14681","161","688","686"
"1533403015876","1188","10","14671","153","510","816"
"1533403016298","1009","10","14671","145","406","816"
"1533403016727","961","10","14671","145","425","816"
"1533403017103","885","10","14671","145","437","816"
"1533403017535","839","10","14671","145","409","816"
"1533403017939","874","10","14671","145","408","816"
"1533403018321","850","9","14671","145","406","816"
"1533403018702","837","9","14671","145","398","816"
"1533403019101","830","9","14671","145","407","816"
"1533403019501","822","8","14671","145","392","816"
"1533403019879","813","8","14671","145","403","816"
"1533403020264","783","8","14671","145","412","816"
"1533403020656","777","7","14671","145","418","816"
"1533403021032","756","7","14671","145","408","816"
"1533403021445","725","6","14671","145","424","816"
"1533403021866","643","4","14671","145","451","816"
"1533403022237","605","3","14671","153","526","816"
"1533403022678","672","2","14671","149","484","816"
"1533403023061","837","2","14671","149","500","816"
"1533403023457","839","2","14671","145","420","816"
"1533403023825","777","2","14671","149","451","816"
"1533403024226","718","0","14671","149","451","816"
"1533403024631","707","0","14671","145","448","816"
"1533403025034","747","0","14671","149","454","816"
"1533403025441","742","0","14671","145","399","816"
"1533403025855","900","0","14671","145","390","816"
"1533403026238","1022","0","14671","145","401","816"
"1533403026631","1003","0","14671","149","443","816"
"1533403027039","956","0","14671","149","431","816"
"1533403027416","957","0","14671","145","420","816"
"1533403027820","959","0","14671","145","392","718"
"1533403028205","947","0","14671","145","390","718"
"1533403028604","914","0","14671","145","403","718"
"1533403029155","885","0","14671","145","395","718"
"1533403029695","866","0","14671","145","389","718"
"1533403030167","849","0","14671","141","366","718"
"1533403030594","839","0","14671","141","381","718"
"1533403031031","833","0","14671","141","365","718"
"1533403031421","824","0","14671","141","381","718"
"1533403031807","814","0","14701","125","173","718"
"1533403032177","638","0","14701","114","1851","718"
