"553839.0","1533403002239","253905863091887","0.62361145","-7.013504","7.5370636"
"553844.0","1533403002240","253905868127288","0.4232483","-6.7948303","7.5371857"
"553849.0","1533403002241","253905873162688","0.47154236","-6.8362427","7.6849213"
"553854.0","1533403002242","253905878198089","0.39292908","-6.8662415","7.731659"
"553859.0","1533403002242","253905883233489","0.4676361","-6.7944794","7.5756683"
"553864.0","1533403002243","253905888268889","0.6065521","-6.893631","7.551712"
"553869.0","1533403002244","253905893304290","0.7261658","-7.0917206","7.5617676"
"553874.0","1533403002245","253905898339690","0.77116394","-6.9109955","7.5547485"
"553879.0","1533403002246","253905903375090","0.48721313","-7.032242","7.739624"
"553884.0","1533403002247","253905908410491","0.40518188","-6.840927","7.6081543"
"553889.0","1533403002248","253905913445891","0.27378845","-6.9240265","7.5354614"
"553894.0","1533403002249","253905918481292","0.3899994","-7.1040344","7.6244507"
"553899.0","1533403002249","253905923516692","0.56629944","-6.839096","7.751831"
"553904.0","1533403002251","253905928552092","0.5235901","-6.8288116","7.806305"
"553909.0","1533403002251","253905933587493","0.69480896","-6.869858","7.682556"
"553914.0","1533403002252","253905938622893","0.48088074","-6.9171295","7.7148438"
"553919.0","1533403002253","253905943658294","0.46014404","-6.9418488","7.815216"
"553924.0","1533403002254","253905948693694","0.64427185","-6.911484","7.678421"
"553929.0","1533403002255","253905953729094","0.3738861","-6.9256744","7.6428833"
"553934.0","1533403002256","253905958764495","0.5417938","-7.0725403","7.692337"
"553939.0","1533403002256","253905963799895","0.8153229","-7.2151184","7.604889"
"553945.0","1533403002257","253905968835296","0.44714355","-7.106781","7.563156"
"553950.0","1533403002258","253905973870696","0.26567078","-6.907013","7.521286"
"553955.0","1533403002259","253905978906096","0.3693695","-6.9311066","7.492676"
"553960.0","1533403002260","253905983941497","0.23405457","-6.972687","7.433731"
"553965.0","1533403002261","253905988976897","0.23136902","-6.8103943","7.377762"
"553970.0","1533403002262","253905994012297","0.5716553","-6.957367","7.375702"
"553975.0","1533403002262","253905999047698","0.39941406","-6.9106445","7.514679"
"553980.0","1533403002263","253906004083098","0.06336975","-6.8183136","7.6075897"
"553985.0","1533403002264","253906009118499","0.5128021","-7.045227","7.694763"
"553990.0","1533403002265","253906014153899","0.107910156","-6.9023285","7.4277496"
